Slice,Count,Total Area,Average Size,%Area,Mean
201702_T06_S3_I3,1,0.023,0.023,0.012,255
201702_T06_S3_I3,331,29.114,0.088,14.848,255
201702_T06_S4_I1,2,0.039,0.020,0.020,255
201702_T06_S4_I1,153,14.357,0.094,7.322,255
201702_T06_S4_I2,3,0.135,0.045,0.069,255
201702_T06_S4_I2,115,10.927,0.095,5.573,255
201702_T06_S4_I3,6,0.174,0.029,0.089,255
201702_T06_S4_I3,145,13.148,0.091,6.706,255
201702_T06_S5_I1,1,0.021,0.021,0.011,255
201702_T06_S5_I1,103,9.328,0.091,4.758,255
201702_T06_S5_I2,0,0.000,NaN,0.000,NaN
201702_T06_S5_I2,76,8.692,0.114,4.433,255
201702_T06_S5_I3,1,0.021,0.021,0.010,255
201702_T06_S5_I3,130,12.316,0.095,6.281,255
201702_T07_S1_I1,1,0.104,0.104,0.053,255
201702_T07_S1_I1,76,10.195,0.134,5.199,255
201702_T07_S1_I2,5,0.249,0.050,0.127,255
201702_T07_S1_I2,91,20.520,0.225,10.465,255
201702_T07_S1_I3,0,0.000,NaN,0.000,NaN
201702_T07_S1_I3,89,7.789,0.088,3.972,255
201702_T07_S2_I1,1,0.021,0.021,0.011,255
201702_T07_S2_I1,108,13.390,0.124,6.829,255
201702_T07_S2_I2,0,0.000,NaN,0.000,NaN
201702_T07_S2_I2,108,13.224,0.122,6.744,255
201702_T07_S2_I3,3,0.073,0.024,0.037,255
201702_T07_S2_I3,77,7.931,0.103,4.045,255
201702_T07_S3_I1,2,0.061,0.030,0.031,255
201702_T07_S3_I1,137,11.844,0.086,6.040,255
201702_T07_S3_I2,1,0.035,0.035,0.018,255
201702_T07_S3_I2,148,13.969,0.094,7.124,255
201702_T07_S3_I3,8,0.527,0.066,0.269,255
201702_T07_S3_I3,167,18.921,0.113,9.650,255
201702_T07_S4_I1,12,0.266,0.022,0.136,255
201702_T07_S4_I1,314,21.262,0.068,10.844,255
201702_T07_S4_I2,1,0.032,0.032,0.016,255
201702_T07_S4_I2,307,23.512,0.077,11.991,255
201702_T07_S4_I3,2,0.040,0.020,0.020,255
201702_T07_S4_I3,274,21.693,0.079,11.063,255
201702_T07_S5_I1,0,0.000,NaN,0.000,NaN
201702_T07_S5_I1,132,13.513,0.102,6.892,255
201702_T07_S5_I2,1,0.016,0.016,0.008,255
201702_T07_S5_I2,110,11.223,0.102,5.724,255
201702_T07_S5_I3,0,0.000,NaN,0.000,NaN
201702_T07_S5_I3,76,6.614,0.087,3.373,255
201702_T08_S1_I1,5,0.338,0.068,0.172,255
201702_T08_S1_I1,178,16.301,0.092,8.313,255
201702_T08_S1_I2,3,0.094,0.031,0.048,255
201702_T08_S1_I2,165,18.372,0.111,9.370,255
201702_T08_S1_I3,1,0.056,0.056,0.028,255
201702_T08_S1_I3,181,22.263,0.123,11.354,255
201702_T08_S2_I1,1,0.020,0.020,0.010,255
201702_T08_S2_I1,89,9.032,0.101,4.606,255
201702_T08_S2_I2,2,0.035,0.018,0.018,255
201702_T08_S2_I2,150,17.055,0.114,8.698,255
201702_T08_S2_I3,2,0.057,0.028,0.029,255
201702_T08_S2_I3,171,19.092,0.112,9.737,255
201702_T08_S3_I1,1,0.027,0.027,0.014,255
201702_T08_S3_I1,142,14.650,0.103,7.472,255
201702_T08_S3_I2,1,0.087,0.087,0.044,255
201702_T08_S3_I2,129,11.245,0.087,5.735,255
201702_T08_S3_I3,5,0.213,0.043,0.109,255
201702_T08_S3_I3,222,22.828,0.103,11.643,255
201702_T08_S4_I1,0,0.000,NaN,0.000,NaN
201702_T08_S4_I1,200,15.095,0.075,7.699,255
201702_T08_S4_I2,3,0.035,0.012,0.018,255
201702_T08_S4_I2,155,9.410,0.061,4.799,255
201702_T08_S4_I3,2,0.045,0.022,0.023,255
201702_T08_S4_I3,220,14.787,0.067,7.541,255
201702_T08_S5_I1,5,0.170,0.034,0.087,255
201702_T08_S5_I1,179,19.491,0.109,9.941,255
201702_T08_S5_I2,3,0.069,0.023,0.035,255
201702_T08_S5_I2,197,14.504,0.074,7.397,255
201702_T08_S5_I3,1,0.027,0.027,0.014,255
201702_T08_S5_I3,180,22.593,0.126,11.522,255
201702_T09_S1_I1,1,2.956,2.956,1.508,255
201702_T09_S1_I1,153,15.728,0.103,8.021,255
201702_T09_S1_I2,2,0.089,0.045,0.045,255
201702_T09_S1_I2,174,27.786,0.160,14.171,255
201702_T09_S1_I3,3,0.133,0.044,0.068,255
201702_T09_S1_I3,185,19.992,0.108,10.196,255
201702_T09_S2_I1,0,0.000,NaN,0.000,NaN
201702_T09_S2_I1,77,5.641,0.073,2.877,255
201702_T09_S2_I2,3,0.076,0.025,0.039,255
201702_T09_S2_I2,169,14.303,0.085,7.295,255
201702_T09_S2_I3,6,0.177,0.029,0.090,255
201702_T09_S2_I3,206,20.657,0.100,10.535,255
201702_T09_S3_I1,4,0.075,0.019,0.038,255
201702_T09_S3_I1,256,22.462,0.088,11.456,255
201702_T09_S3_I2,5,0.133,0.027,0.068,255
201702_T09_S3_I2,263,20.477,0.078,10.443,255
201702_T09_S3_I3,6,0.149,0.025,0.076,255
201702_T09_S3_I3,283,25.595,0.090,13.054,255
201702_T09_S4_I1,3,0.068,0.023,0.034,255
201702_T09_S4_I1,161,13.534,0.084,6.902,255
201702_T09_S4_I2,3,0.136,0.045,0.069,255
201702_T09_S4_I2,153,12.735,0.083,6.495,255
201702_T09_S4_I3,3,0.099,0.033,0.051,255
201702_T09_S4_I3,156,11.539,0.074,5.885,255
201702_T09_S5_I1,2,0.061,0.031,0.031,255
201702_T09_S5_I1,119,12.518,0.105,6.384,255
201702_T09_S5_I2,2,0.032,0.016,0.016,255
201702_T09_S5_I2,74,11.216,0.152,5.720,255
201702_T09_S5_I3,2,0.088,0.044,0.045,255
201702_T09_S5_I3,100,11.579,0.116,5.905,255
201702_T10_S1_I1,2,0.052,0.026,0.026,255
201702_T10_S1_I1,187,15.337,0.082,7.822,255
201702_T10_S1_I2,3,0.152,0.051,0.078,255
201702_T10_S1_I2,318,23.657,0.074,12.065,255
201702_T10_S1_I3,3,0.142,0.047,0.072,255
201702_T10_S1_I3,290,25.463,0.088,12.986,255
201702_T10_S2_I1,2,0.067,0.033,0.034,255
201702_T10_S2_I1,125,20.248,0.162,10.326,255
201702_T10_S2_I2,0,0.000,NaN,0.000,NaN
201702_T10_S2_I2,114,10.779,0.095,5.497,255
201702_T10_S2_I3,2,0.073,0.036,0.037,255
201702_T10_S2_I3,158,21.373,0.135,10.901,255
201702_T10_S3_I1,1,0.018,0.018,0.009,255
201702_T10_S3_I1,181,31.963,0.177,16.301,255
201702_T10_S3_I2,1,0.035,0.035,0.018,255
201702_T10_S3_I2,187,16.579,0.089,8.456,255
201702_T10_S3_I3,3,0.086,0.029,0.044,255
201702_T10_S3_I3,212,23.280,0.110,11.873,255
201702_T10_S4_I1,16,0.378,0.024,0.193,255
201702_T10_S4_I1,312,44.471,0.143,22.680,255
201702_T10_S4_I2,4,0.066,0.017,0.034,255
201702_T10_S4_I2,216,18.481,0.086,9.425,255
201702_T10_S4_I3,6,0.169,0.028,0.086,255
201702_T10_S4_I3,155,15.683,0.101,7.998,255
201702_T10_S5_I1,3,0.116,0.039,0.059,255
201702_T10_S5_I1,174,13.996,0.080,7.138,255
201702_T10_S5_I2,3,0.076,0.025,0.039,255
201702_T10_S5_I2,143,10.894,0.076,5.556,255
201702_T10_S5_I3,6,0.171,0.029,0.087,255
201702_T10_S5_I3,227,19.408,0.085,9.898,255
201702_T11_S1_I1,0,0.000,NaN,0.000,NaN
201702_T11_S1_I1,208,19.141,0.092,9.762,255
201702_T11_S1_I2,2,0.024,0.012,0.012,255
201702_T11_S1_I2,204,13.628,0.067,6.951,255
201702_T11_S1_I3,3,0.086,0.029,0.044,255
201702_T11_S1_I3,213,19.604,0.092,9.998,255
201702_T11_S2_I1,1,0.039,0.039,0.020,255
201702_T11_S2_I1,74,8.016,0.108,4.088,255
201702_T11_S2_I2,2,0.191,0.095,0.097,255
201702_T11_S2_I2,125,15.158,0.121,7.731,255
201702_T11_S2_I3,5,0.404,0.081,0.206,255
201702_T11_S2_I3,137,20.436,0.149,10.423,255
201702_T11_S3_I1,1,0.013,0.013,0.007,255
201702_T11_S3_I1,182,21.392,0.118,10.910,255
201702_T11_S3_I2,5,0.492,0.098,0.251,255
201702_T11_S3_I2,194,21.808,0.112,11.122,255
201702_T11_S3_I3,3,0.093,0.031,0.047,255
201702_T11_S3_I3,183,21.791,0.119,11.114,255
201702_T11_S4_I1,1,0.013,0.013,0.007,255
201702_T11_S4_I1,118,10.369,0.088,5.288,255
201702_T11_S4_I2,1,0.061,0.061,0.031,255
201702_T11_S4_I2,151,11.311,0.075,5.769,255
201702_T11_S4_I3,1,0.048,0.048,0.024,255
201702_T11_S4_I3,147,12.820,0.087,6.538,255
201702_T11_S5_I1,4,0.179,0.045,0.091,255
201702_T11_S5_I1,259,36.703,0.142,18.719,255
201702_T11_S5_I2,5,0.827,0.165,0.422,255
201702_T11_S5_I2,182,34.683,0.191,17.688,255
201702_T11_S5_I3,0,0.000,NaN,0.000,NaN
201702_T11_S5_I3,225,36.675,0.163,18.705,255
201702_T12_S1_I1,2,0.028,0.014,0.014,255
201702_T12_S1_I1,113,20.859,0.185,10.638,255
201702_T12_S1_I2,0,0.000,NaN,0.000,NaN
201702_T12_S1_I2,111,14.300,0.129,7.293,255
201702_T12_S1_I3,2,0.210,0.105,0.107,255
201702_T12_S1_I3,113,35.194,0.311,17.949,255
201702_T12_S2_I1,0,0.000,NaN,0.000,NaN
201702_T12_S2_I1,79,12.865,0.163,6.561,255
201702_T12_S2_I2,9,0.640,0.071,0.327,255
201702_T12_S2_I2,79,16.210,0.205,8.267,255
201702_T12_S2_I3,1,0.021,0.021,0.011,255
201702_T12_S2_I3,104,16.877,0.162,8.608,255
201702_T12_S3_I1,3,0.132,0.044,0.067,255
201702_T12_S3_I1,152,14.627,0.096,7.460,255
201702_T12_S3_I2,0,0.000,NaN,0.000,NaN
201702_T12_S3_I2,93,8.969,0.096,4.574,255
201702_T12_S3_I3,1,0.036,0.036,0.018,255
201702_T12_S3_I3,159,16.004,0.101,8.162,255
201702_T12_S4_I1,9,0.195,0.022,0.100,255
201702_T12_S4_I1,296,28.082,0.095,14.322,255
201702_T12_S4_I2,4,0.082,0.020,0.042,255
201702_T12_S4_I2,252,20.969,0.083,10.694,255
201702_T12_S4_I3,7,0.199,0.028,0.102,255
201702_T12_S4_I3,279,25.073,0.090,12.787,255
201702_T12_S5_I1,3,0.276,0.092,0.141,255
201702_T12_S5_I1,174,17.296,0.099,8.821,255
201702_T12_S5_I2,0,0.000,NaN,0.000,NaN
201702_T12_S5_I2,145,17.638,0.122,8.996,255
201702_T12_S5_I3,2,0.057,0.029,0.029,255
201702_T12_S5_I3,313,33.330,0.106,16.999,255
201702_T13_S1_I1,2,0.025,0.012,0.013,255
201702_T13_S1_I1,148,24.788,0.167,12.642,255
201702_T13_S1_I2,2,0.037,0.019,0.019,255
201702_T13_S1_I2,180,17.248,0.096,8.797,255
201702_T13_S1_I3,0,0.000,NaN,0.000,NaN
201702_T13_S1_I3,178,16.811,0.094,8.574,255
201702_T13_S2_I1,5,0.427,0.085,0.218,255
201702_T13_S2_I1,137,10.208,0.075,5.206,255
201702_T13_S2_I2,2,0.299,0.150,0.153,255
201702_T13_S2_I2,123,11.539,0.094,5.885,255
201702_T13_S2_I3,1,0.010,0.010,0.005,255
201702_T13_S2_I3,155,15.144,0.098,7.724,255
201702_T13_S3_I1,3,0.057,0.019,0.029,255
201702_T13_S3_I1,245,15.821,0.065,8.069,255
201702_T13_S3_I2,6,0.138,0.023,0.071,255
201702_T13_S3_I2,316,26.423,0.084,13.476,255
201702_T13_S3_I3,5,0.144,0.029,0.074,255
201702_T13_S3_I3,251,22.186,0.088,11.315,255
201702_T13_S4_I1,6,0.215,0.036,0.110,255
201702_T13_S4_I1,229,16.653,0.073,8.493,255
201702_T13_S4_I2,8,0.150,0.019,0.076,255
201702_T13_S4_I2,357,27.148,0.076,13.845,255
201702_T13_S4_I3,3,0.066,0.022,0.033,255
201702_T13_S4_I3,211,18.281,0.087,9.324,255
201702_T13_S5_I1,6,0.099,0.017,0.051,255
201702_T13_S5_I1,221,22.451,0.102,11.450,255
201702_T13_S5_I2,1,0.024,0.024,0.012,255
201702_T13_S5_I2,126,11.828,0.094,6.032,255
201702_T13_S5_I3,6,0.112,0.019,0.057,255
201702_T13_S5_I3,148,15.354,0.104,7.831,255
201702_T14_S1_I1,1,0.021,0.021,0.011,255
201702_T14_S1_I1,146,14.423,0.099,7.356,255
201702_T14_S1_I2,2,0.034,0.017,0.017,255
201702_T14_S1_I2,118,11.172,0.095,5.698,255
201702_T14_S1_I3,1,0.037,0.037,0.019,255
201702_T14_S1_I3,147,16.218,0.110,8.271,255
201702_T14_S2_I1,0,0.000,NaN,0.000,NaN
201702_T14_S2_I1,121,14.892,0.123,7.595,255
201702_T14_S2_I2,2,0.141,0.070,0.072,255
201702_T14_S2_I2,139,29.206,0.210,14.895,255
201702_T14_S2_I3,4,0.689,0.172,0.351,255
201702_T14_S2_I3,122,24.375,0.200,12.431,255
201702_T14_S3_I1,3,0.126,0.042,0.064,255
201702_T14_S3_I1,224,20.819,0.093,10.618,255
201702_T14_S3_I2,2,0.062,0.031,0.031,255
201702_T14_S3_I2,201,18.194,0.091,9.279,255
201702_T14_S3_I3,8,0.165,0.021,0.084,255
201702_T14_S3_I3,271,25.115,0.093,12.809,255
201702_T14_S4_I1,6,0.241,0.040,0.123,255
201702_T14_S4_I1,198,16.250,0.082,8.288,255
201702_T14_S4_I2,5,0.144,0.029,0.073,255
201702_T14_S4_I2,259,19.934,0.077,10.167,255
201702_T14_S4_I3,8,0.174,0.022,0.089,255
201702_T14_S4_I3,287,23.977,0.084,12.228,255
201702_T14_S5_I1,3,0.069,0.023,0.035,255
201702_T14_S5_I1,223,22.001,0.099,11.221,255
201702_T14_S5_I2,6,0.184,0.031,0.094,255
201702_T14_S5_I2,262,22.628,0.086,11.541,255
201702_T14_S5_I3,4,0.115,0.029,0.059,255
201702_T14_S5_I3,261,24.274,0.093,12.380,255
201702_T15_S1_I1,5,0.153,0.031,0.078,255
201702_T15_S1_I1,133,27.203,0.205,13.873,255
201702_T15_S1_I2,0,0.000,NaN,0.000,NaN
201702_T15_S1_I2,134,13.671,0.102,6.972,255
201702_T15_S1_I3,1,0.023,0.023,0.012,255
201702_T15_S1_I3,100,12.344,0.123,6.295,255
201702_T15_S2_I1,6,0.125,0.021,0.064,255
201702_T15_S2_I1,110,13.959,0.127,7.119,255
201702_T15_S2_I2,0,0.000,NaN,0.000,NaN
201702_T15_S2_I2,121,15.557,0.129,7.934,255
201702_T15_S2_I3,8,0.271,0.034,0.138,255
201702_T15_S2_I3,193,17.918,0.093,9.138,255
201702_T15_S3_I1,1,0.038,0.038,0.019,255
201702_T15_S3_I1,240,20.187,0.084,10.295,255
201702_T15_S3_I2,4,0.116,0.029,0.059,255
201702_T15_S3_I2,231,14.245,0.062,7.265,255
201702_T15_S3_I3,3,0.070,0.023,0.036,255
201702_T15_S3_I3,241,28.258,0.117,14.412,255
201702_T15_S4_I1,4,0.104,0.026,0.053,255
201702_T15_S4_I1,178,15.829,0.089,8.073,255
201702_T15_S4_I2,5,0.066,0.013,0.034,255
201702_T15_S4_I2,251,22.152,0.088,11.298,255
201702_T15_S4_I3,8,0.194,0.024,0.099,255
201702_T15_S4_I3,222,17.614,0.079,8.983,255
201702_T15_S5_I1,2,0.120,0.060,0.061,255
201702_T15_S5_I1,190,19.502,0.103,9.946,255
201702_T15_S5_I2,2,0.058,0.029,0.030,255
201702_T15_S5_I2,198,18.800,0.095,9.588,255
201702_T15_S5_I3,5,0.104,0.021,0.053,255
201702_T15_S5_I3,223,20.910,0.094,10.664,255
201702_T16_S1_I1,1,0.012,0.012,0.006,255
201702_T16_S1_I1,146,12.147,0.083,6.195,255
201702_T16_S1_I2,3,0.048,0.016,0.024,255
201702_T16_S1_I2,171,14.229,0.083,7.257,255
201702_T16_S1_I3,6,0.164,0.027,0.084,255
201702_T16_S1_I3,191,22.756,0.119,11.606,255
201702_T16_S2_I1,0,0.000,NaN,0.000,NaN
201702_T16_S2_I1,59,6.029,0.102,3.075,255
201702_T16_S2_I2,2,0.353,0.176,0.180,255
201702_T16_S2_I2,82,12.752,0.156,6.504,255
201702_T16_S2_I3,0,0.000,NaN,0.000,NaN
201702_T16_S2_I3,70,8.177,0.117,4.170,255
201702_T16_S3_I1,3,0.082,0.027,0.042,255
201702_T16_S3_I1,176,15.510,0.088,7.910,255
201702_T16_S3_I2,4,0.180,0.045,0.092,255
201702_T16_S3_I2,172,14.800,0.086,7.548,255
201702_T16_S3_I3,2,0.060,0.030,0.031,255
201702_T16_S3_I3,152,12.223,0.080,6.234,255
201702_T16_S4_I1,8,0.304,0.038,0.155,255
201702_T16_S4_I1,237,22.035,0.093,11.238,255
201702_T16_S4_I2,2,0.041,0.020,0.021,255
201702_T16_S4_I2,209,19.140,0.092,9.761,255
201702_T16_S4_I3,1,0.059,0.059,0.030,255
201702_T16_S4_I3,227,20.474,0.090,10.442,255
201702_T16_S5_I1,1,0.017,0.017,0.009,255
201702_T16_S5_I1,76,7.249,0.095,3.697,255
201702_T16_S5_I2,0,0.000,NaN,0.000,NaN
201702_T16_S5_I2,149,34.230,0.230,17.457,255
201702_T16_S5_I3,1,0.176,0.176,0.090,255
201702_T16_S5_I3,114,17.314,0.152,8.830,255
