aug2017_C8,2017-08-04 0:00:00,"C8","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",5.0,9.0,40.0,180.0,300.0,20.0,76.0,150.0,,20.0,,,,,"GIS #12",11:16:00
aug2017_C9,2017-08-04 0:00:00,"C9","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",7.0,37.0,40.0,50.0,160.0,40.0,140.0,190.0,,10.0,,,,,"GIS #14",11:00:00
aug2017_T1,2017-08-04 0:00:00,"T1","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",7.0,14.0,20.0,120.0,260.0,10.0,120.0,180.0,,30.0,87.0,72.0,"2",30.0,"GIS #13",13:31:00
aug2017_T10,2017-08-04 0:00:00,"T10","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",10.0,14.0,40.0,160.0,200.0,20.0,80.0,260.0,,,82.0,70.0,"2",30.0,"GIS #6",15:41:00
aug2017_T11,2017-08-04 0:00:00,"T11","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",5.0,16.0,40.0,80.0,300.0,10.0,120.0,240.0,,,,,,,"GIS #8",15:51:00
aug2017_T12,2017-08-04 0:00:00,"T12","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",10.0,14.0,0.0,80.0,300.0,20.0,80.0,120.0,,30.0,,,,,"GIS #7",16:00:00
aug2017_T13,2017-08-04 0:00:00,"T13","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",20.0,13.0,20.0,80.0,200.0,10.0,120.0,200.0,,20.0,,,,,"GIS #8",16:06:00
aug2017_T14,2017-08-04 0:00:00,"T14","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",10.0,10.0,10.0,80.0,300.0,10.0,40.0,160.0,,20.0,,,,,"GIS #8",16:13:00
aug2017_T15,2017-08-04 0:00:00,"T15","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",10.0,18.0,40.0,80.0,280.0,20.0,80.0,220.0,,20.0,82.0,71.0,"2",30.0,,16:23:00
aug2017_T16,2017-08-04 0:00:00,"T16","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",3.0,13.0,40.0,80.0,300.0,20.0,40.0,160.0,,20.0,80.0,71.0,"2",30.0,,16:39:00
aug2017_T2,2017-08-04 0:00:00,"T2","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",5.0,12.0,40.0,160.0,300.0,40.0,80.0,240.0,30.0,30.0,,,,,"GIS #11",13:43:00
aug2017_T3,2017-08-04 0:00:00,"T3","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",2.0,11.0,40.0,120.0,300.0,40.0,80.0,160.0,14.0,25.0,,,,,,13:55:00
aug2017_T4,2017-08-04 0:00:00,"T4","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",0.0,9.0,40.0,80.0,200.0,40.0,120.0,200.0,,25.0,,,,,,14:29:00
aug2017_T5,2017-08-04 0:00:00,"T5","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",0.0,16.0,80.0,200.0,240.0,40.0,120.0,240.0,,20.0,82.0,75.0,"2",30.0,,14:42:00
aug2017_T6,2017-08-04 0:00:00,"T6","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",0.0,11.0,40.0,120.0,240.0,40.0,120.0,160.0,14.0,40.0,,,,,"GIS #9",14:58:00
aug2017_T7,2017-08-04 0:00:00,"T7","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",5.0,9.0,40.0,160.0,300.0,40.0,120.0,240.0,,15.0,,,,,"GIS #7",15:16:00
aug2017_T8,2017-08-04 0:00:00,"T8","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",5.0,9.0,20.0,40.0,200.0,40.0,80.0,160.0,18.0,30.0,,,,,,15:23:00
aug2017_T9,2017-08-04 0:00:00,"T9","Dr. Corbett  Talor Galloway  Anna Poston  Noah Corbett","14:25:00","8:34:00",5.0,13.0,20.0,60.0,360.0,10.0,160.0,240.0,24.0,30.0,,,,,"GIS #16",15:32:00
